income,sex,race,age,hs_week
<=50K,Female,Black,78,40
<=50K,Male,White,34,40
<=50K,Female,White,49,44
<=50K,Female,White,22,40
<=50K,Female,Black,23,40
<=50K,Male,White,60,42
>50K,Male,White,45,40
<=50K,Female,White,63,20
<=50K,Female,Black,41,35
<=50K,Female,White,47,40
<=50K,Male,White,44,40
<=50K,Female,White,51,40
<=50K,Male,White,46,40
<=50K,Male,White,41,40
<=50K,Male,White,50,30
>50K,Male,White,47,50
<=50K,Male,White,35,45
>50K,Male,White,56,55
<=50K,Male,White,45,45
>50K,Male,White,48,58
<=50K,Male,White,40,40
>50K,Male,White,39,50
<=50K,Male,White,20,40
>50K,Male,White,50,65
>50K,Female,White,38,40
<=50K,Female,White,23,60
<=50K,Male,White,31,16
<=50K,Male,White,58,40
<=50K,Male,Black,66,40
>50K,Male,White,39,40
>50K,Male,White,54,52
<=50K,Male,White,26,50
<=50K,Female,White,51,40
<=50K,Male,White,34,40
>50K,Male,White,50,40
>50K,Male,White,42,44
<=50K,Male,White,38,25
<=50K,Male,White,48,40
>50K,Female,White,33,40
<=50K,Female,White,51,32
<=50K,Male,White,22,40
<=50K,Male,White,19,30
<=50K,Male,White,41,50
>50K,Male,White,48,35
<=50K,Female,White,42,30
<=50K,Male,White,34,40
<=50K,Female,Black,23,40
<=50K,Male,White,56,50
<=50K,Male,Black,30,45
>50K,Male,White,45,55
<=50K,Female,White,48,40
<=50K,Male,Asian-Pac-Islander,48,50
<=50K,Female,White,31,40
<=50K,Male,White,20,20
<=50K,Male,White,27,40
<=50K,Female,Black,32,40
<=50K,Male,White,76,2
<=50K,Male,White,19,40
<=50K,Male,White,66,1
<=50K,Male,White,37,75
<=50K,Female,Black,34,30
<=50K,Female,White,34,8
<=50K,Female,White,90,40
<=50K,Female,Black,23,40
<=50K,Female,White,43,40
>50K,Male,White,44,60
<=50K,Female,White,24,37
<=50K,Male,White,28,55
<=50K,Female,White,64,20
<=50K,Male,White,23,40
<=50K,Female,White,20,50
>50K,Male,White,36,50
<=50K,Male,White,61,40
>50K,Male,White,53,40
>50K,Male,White,30,40
>50K,Male,White,52,55
<=50K,Male,White,38,40
<=50K,Male,White,32,40
<=50K,Male,White,30,75
<=50K,Female,White,41,40
>50K,Male,White,49,40
>50K,Male,White,45,47
<=50K,Male,White,43,35
<=50K,Male,White,61,40
<=50K,Male,White,54,32
<=50K,Female,White,34,40
>50K,Male,White,49,80
<=50K,Male,White,38,40
>50K,Male,White,35,80
<=50K,Male,White,36,40
<=50K,Male,White,30,50
<=50K,Female,White,36,60
<=50K,Female,White,22,20
>50K,Male,White,38,40
>50K,Male,White,37,50
>50K,Female,White,48,46
<=50K,Male,White,17,15
<=50K,Male,White,19,20
<=50K,Female,Black,27,40
<=50K,Male,Asian-Pac-Islander,22,50
<=50K,Male,White,49,40
>50K,Female,White,43,40
<=50K,Female,White,43,40
<=50K,Female,White,19,35
<=50K,Male,White,58,60
>50K,Male,White,41,40
<=50K,Male,White,31,40
<=50K,Male,White,30,40
<=50K,Male,White,32,40
<=50K,Male,White,29,35
>50K,Male,White,42,52
<=50K,Male,White,38,28
>50K,Male,White,41,40
>50K,Male,White,44,50
<=50K,Male,Asian-Pac-Islander,31,60
<=50K,Male,White,34,40
<=50K,Male,White,21,40
<=50K,Male,Asian-Pac-Islander,22,20
<=50K,Male,White,62,40
<=50K,Female,White,19,40
>50K,Female,White,29,25
<=50K,Female,White,43,40
<=50K,Male,White,68,8
>50K,Male,White,45,60
<=50K,Male,White,39,40
<=50K,Male,Black,41,50
>50K,Female,White,34,25
<=50K,Female,White,34,33
<=50K,Male,White,31,47
<=50K,Male,White,29,25
>50K,Male,White,41,40
<=50K,Male,White,41,55
>50K,Male,White,35,45
>50K,Female,White,33,45
<=50K,Male,White,37,38
<=50K,Female,White,69,40
<=50K,Female,White,34,40
>50K,Male,White,60,70
<=50K,Male,White,36,40
<=50K,Male,White,41,50
>50K,Female,White,58,40
<=50K,Male,Asian-Pac-Islander,53,40
<=50K,Male,White,29,40
<=50K,Female,White,45,40
<=50K,Male,White,34,38
<=50K,Male,White,36,40
<=50K,Female,Black,48,35
<=50K,Female,White,20,40
>50K,Male,White,35,50
<=50K,Male,Black,63,40
<=50K,Male,White,41,45
<=50K,Male,White,28,45
<=50K,Female,Black,30,40
<=50K,Female,White,34,40
<=50K,Female,White,31,40
<=50K,Female,White,37,38
<=50K,Male,White,42,40
>50K,Male,White,31,50
>50K,Male,White,46,45
>50K,Male,Black,35,60
<=50K,Male,White,27,53
<=50K,Male,White,41,35
<=50K,Female,White,19,20
<=50K,Male,White,20,45
<=50K,Female,White,59,40
<=50K,Male,White,40,37
<=50K,Male,White,56,60
>50K,Male,White,33,44
<=50K,Female,White,30,60
<=50K,Male,White,46,50
>50K,Male,White,61,35
>50K,Male,White,50,40
<=50K,Male,White,25,30
<=50K,Female,White,40,39
<=50K,Male,White,24,40
<=50K,Male,White,51,54
<=50K,Male,White,43,40
<=50K,Male,White,34,54
>50K,Male,White,46,45
>50K,Female,White,28,50
<=50K,Male,Asian-Pac-Islander,26,40
<=50K,Male,White,20,28
<=50K,Male,White,44,40
<=50K,Male,White,51,40
>50K,Male,White,33,60
>50K,Male,White,54,40
>50K,Female,White,50,40
<=50K,Female,Black,33,40
>50K,Male,White,65,20
<=50K,Female,White,22,8
<=50K,Male,White,88,40
<=50K,Male,White,40,40
<=50K,Female,White,51,43
<=50K,Female,Black,50,40
>50K,Male,White,25,99
<=50K,Male,White,20,30
<=50K,Male,White,47,40
>50K,Male,White,58,40
<=50K,Female,White,22,30
>50K,Male,White,50,48
<=50K,Female,White,47,40
<=50K,Male,Asian-Pac-Islander,24,45
>50K,Male,White,50,40
>50K,Female,White,40,45
<=50K,Male,White,36,40
<=50K,Male,White,32,40
<=50K,Male,White,44,40
<=50K,Male,White,51,40
<=50K,Female,Black,59,40
<=50K,Male,White,65,30
<=50K,Female,White,24,65
<=50K,Male,White,27,35
<=50K,Male,White,51,40
>50K,Male,White,48,40
<=50K,Male,White,39,60
<=50K,Male,White,28,40
<=50K,Female,White,19,25
<=50K,Female,Black,49,40
<=50K,Male,White,51,60
<=50K,Male,White,59,55
<=50K,Female,White,18,40
<=50K,Male,White,50,40
>50K,Male,Black,45,80
>50K,Male,White,30,50
<=50K,Male,White,37,35
>50K,Male,White,44,40
<=50K,Male,Black,33,40
>50K,Male,White,61,40
<=50K,Male,White,61,40
>50K,Male,White,38,42
<=50K,Male,White,22,30
<=50K,Male,White,36,45
>50K,Male,White,44,60
<=50K,Male,White,37,62
<=50K,Female,White,31,20
>50K,Male,White,54,45
<=50K,Male,White,20,16
>50K,Female,White,63,40
>50K,Male,Amer-Indian-Eskimo,48,40
<=50K,Female,Asian-Pac-Islander,33,41
<=50K,Male,White,31,45
>50K,Male,White,38,40
>50K,Male,White,45,40
<=50K,Male,White,48,40
<=50K,Male,White,53,40
<=50K,Female,White,55,40
>50K,Male,White,38,72
<=50K,Female,White,29,40
>50K,Male,White,36,60
<=50K,Male,White,42,60
<=50K,Female,White,50,40
<=50K,Male,White,75,35
>50K,Male,White,46,40
<=50K,Female,White,52,40
<=50K,Female,White,27,40
<=50K,Male,White,43,45
<=50K,Female,Black,31,42
<=50K,Female,White,23,30
<=50K,Female,White,34,24
<=50K,Female,White,41,40
<=50K,Female,White,31,30
<=50K,Female,White,42,40
>50K,Male,White,35,45
<=50K,Female,White,55,25
<=50K,Female,White,36,40
>50K,Male,White,65,59
<=50K,Male,White,38,12
<=50K,Female,White,62,20
>50K,Male,White,54,60
<=50K,Male,White,49,40
<=50K,Female,White,34,40
<=50K,Female,White,32,40
>50K,Male,White,51,50
<=50K,Male,White,48,60
<=50K,Male,White,30,40
<=50K,Female,White,52,43
<=50K,Male,White,28,40
<=50K,Male,Asian-Pac-Islander,29,40
<=50K,Female,White,38,50
>50K,Male,White,57,50
>50K,Male,White,43,40
<=50K,Male,White,37,40
<=50K,Male,White,30,40
>50K,Male,White,53,48
<=50K,Female,White,69,1
<=50K,Female,White,73,37
<=50K,Male,White,22,35
<=50K,Female,White,31,45
>50K,Male,White,38,40
<=50K,Male,White,50,35
<=50K,Male,White,37,37
<=50K,Male,White,44,40
<=50K,Female,Black,47,45
<=50K,Male,White,27,40
<=50K,Female,White,28,80
<=50K,Female,Black,25,40
<=50K,Female,White,20,40
>50K,Male,White,51,40
>50K,Male,White,46,40
>50K,Male,White,67,7
<=50K,Male,White,47,35
<=50K,Male,White,42,40
<=50K,Male,White,52,50
>50K,Female,Asian-Pac-Islander,42,40
>50K,Male,White,65,40
<=50K,Male,Black,21,10
>50K,Female,White,50,40
<=50K,Male,White,46,40
>50K,Male,White,47,50
<=50K,Male,White,57,40
<=50K,Male,White,37,45
<=50K,Male,White,50,40
<=50K,Male,White,58,40
<=50K,Female,White,63,30
<=50K,Male,White,39,65
<=50K,Male,Black,46,35
<=50K,Male,White,36,40
<=50K,Male,White,26,50
<=50K,Male,White,21,57
<=50K,Male,White,41,40
<=50K,Male,Black,44,40
<=50K,Male,White,22,40
<=50K,Male,Black,29,60
<=50K,Female,Black,29,40
>50K,Female,White,58,40
<=50K,Male,White,36,50
<=50K,Male,White,30,48
>50K,Male,White,37,43
<=50K,Male,White,29,40
<=50K,Female,White,26,40
<=50K,Male,White,43,45
>50K,Female,White,49,40
<=50K,Male,White,45,40
<=50K,Female,White,28,40
<=50K,Female,White,20,25
<=50K,Female,White,51,40
>50K,Male,White,32,50
<=50K,Female,White,24,40
>50K,Male,White,35,40
<=50K,Male,White,35,55
>50K,Male,White,41,40
>50K,Male,White,48,45
<=50K,Female,White,61,35
<=50K,Male,White,20,30
>50K,Male,White,27,50
>50K,Male,White,55,24
>50K,Male,White,39,40
<=50K,Male,White,17,20
<=50K,Male,White,47,40
>50K,Female,Asian-Pac-Islander,52,40
<=50K,Female,Black,24,20
<=50K,Female,Black,29,40
<=50K,Male,White,25,40
<=50K,Female,White,20,40
<=50K,Male,Black,23,35
<=50K,Male,White,57,60
>50K,Male,White,51,40
<=50K,Female,White,33,16
<=50K,Male,White,39,40
>50K,Male,White,40,40
<=50K,Female,White,71,16
<=50K,Male,White,38,40
<=50K,Male,White,28,40
<=50K,Female,White,57,40
<=50K,Male,White,47,40
<=50K,Male,White,59,40
<=50K,Male,Other,26,40
<=50K,Female,White,35,40
>50K,Male,White,61,50
<=50K,Female,White,17,30
>50K,Male,Asian-Pac-Islander,36,60
<=50K,Male,White,62,50
>50K,Male,White,34,50
>50K,Male,White,32,50
<=50K,Female,White,42,40
<=50K,Male,White,39,40
<=50K,Male,Black,58,40
>50K,Male,White,61,60
<=50K,Male,Black,40,55
<=50K,Male,White,31,37
<=50K,Male,White,36,50
<=50K,Male,White,23,40
<=50K,Male,White,33,41
>50K,Male,White,52,40
<=50K,Female,White,22,24
<=50K,Female,White,51,40
<=50K,Female,White,31,40
<=50K,Female,White,49,40
<=50K,Female,Black,49,40
<=50K,Female,Black,53,40
>50K,Male,Asian-Pac-Islander,52,40
<=50K,Male,White,20,40
<=50K,Male,Black,26,40
<=50K,Male,White,61,6
<=50K,Female,White,43,30
<=50K,Male,White,46,52
<=50K,Female,White,43,35
<=50K,Female,Black,41,40
<=50K,Male,White,44,55
<=50K,Male,White,54,40
>50K,Male,White,65,40
<=50K,Female,White,32,40
<=50K,Male,White,25,40
<=50K,Male,White,23,50
<=50K,Male,White,25,45
<=50K,Male,White,19,50
<=50K,Male,White,37,60
<=50K,Male,White,45,45
<=50K,Male,Black,37,44
>50K,Male,White,40,70
<=50K,Male,White,19,40
<=50K,Male,White,17,5
<=50K,Female,White,27,40
>50K,Male,Black,40,40
<=50K,Female,White,59,30
<=50K,Female,Black,19,40
<=50K,Male,Black,43,40
>50K,Male,White,42,40
<=50K,Male,Black,54,40
<=50K,Male,White,54,50
<=50K,Male,White,51,45
>50K,Male,White,50,60
<=50K,Female,White,40,40
<=50K,Male,White,55,25
<=50K,Female,White,50,40
<=50K,Male,White,31,50
<=50K,Female,Black,42,32
>50K,Male,White,24,45
<=50K,Male,White,30,40
>50K,Female,White,39,50
<=50K,Male,White,37,50
<=50K,Male,White,33,40
<=50K,Female,White,48,40
<=50K,Male,Asian-Pac-Islander,43,78
>50K,Male,White,39,40
>50K,Male,White,53,45
<=50K,Male,White,52,60
<=50K,Male,Asian-Pac-Islander,28,20
<=50K,Male,White,32,52
>50K,Male,Black,31,90
>50K,Female,White,31,40
<=50K,Female,White,47,40
<=50K,Male,White,19,50
<=50K,Male,Black,40,40
<=50K,Female,White,40,45
<=50K,Male,White,41,40
<=50K,Male,Black,53,40
<=50K,Male,Amer-Indian-Eskimo,46,43
>50K,Male,White,45,35
<=50K,Female,Black,39,34
<=50K,Male,White,19,40
>50K,Male,White,57,40
<=50K,Female,White,49,40
<=50K,Female,White,59,40
>50K,Male,White,32,50
<=50K,Female,White,18,15
<=50K,Male,Black,35,40
<=50K,Female,White,58,40
<=50K,Male,White,28,43
>50K,Female,White,36,40
<=50K,Female,White,41,35
>50K,Male,White,47,40
<=50K,Male,White,50,60
<=50K,Male,White,61,16
>50K,Male,White,36,50
<=50K,Male,White,38,40
>50K,Male,White,56,60
<=50K,Male,White,50,45
<=50K,Male,White,45,40
<=50K,Male,White,44,66
>50K,Male,White,51,45
>50K,Male,White,44,50
<=50K,Male,White,25,50
<=50K,Male,Black,60,40
<=50K,Male,White,17,30
>50K,Male,White,49,50
>50K,Male,Black,46,60
<=50K,Female,Black,56,38
<=50K,Male,White,25,45
<=50K,Male,White,22,40
<=50K,Female,Black,76,2
>50K,Male,White,41,60
>50K,Male,White,48,40
<=50K,Male,Black,46,40
>50K,Male,White,30,40
>50K,Male,White,39,40
<=50K,Male,Amer-Indian-Eskimo,40,40
<=50K,Male,Black,70,40
<=50K,Male,White,35,45
<=50K,Female,White,49,75
<=50K,Male,White,24,60
>50K,Male,White,40,36
>50K,Male,White,61,5
<=50K,Male,Asian-Pac-Islander,25,40
<=50K,Female,White,28,40
<=50K,Male,White,69,11
<=50K,Female,White,22,36
<=50K,Male,White,47,38
<=50K,Female,White,38,48
<=50K,Female,White,26,40
<=50K,Female,Asian-Pac-Islander,17,24
<=50K,Male,White,33,35
<=50K,Male,White,43,40
>50K,Male,White,58,40
>50K,Male,White,53,40
<=50K,Male,White,26,25
>50K,Male,Black,43,40
<=50K,Male,White,31,40
<=50K,Male,White,30,42
<=50K,Female,White,25,25
<=50K,Female,White,57,40
>50K,Male,White,37,60
<=50K,Male,White,32,48
<=50K,Female,White,26,41
>50K,Male,White,45,40
>50K,Male,White,53,35
<=50K,Male,Amer-Indian-Eskimo,27,40
>50K,Male,White,28,50
>50K,Male,White,32,43
<=50K,Female,White,35,65
>50K,Male,White,36,55
<=50K,Male,White,19,40
>50K,Male,White,37,80
<=50K,Male,White,49,45
<=50K,Male,White,20,45
>50K,Male,White,64,55
<=50K,Male,White,60,40
<=50K,Male,White,32,42
<=50K,Male,White,58,40
<=50K,Male,White,42,50
<=50K,Female,Black,20,14
<=50K,Male,Black,42,40
<=50K,Male,Black,25,40
>50K,Male,White,30,65
>50K,Male,White,37,35
<=50K,Male,White,66,50
>50K,Male,White,59,40
<=50K,Male,Asian-Pac-Islander,44,40
>50K,Male,White,46,58
<=50K,Female,White,59,30
<=50K,Male,White,25,40
<=50K,Male,Black,17,9
<=50K,Male,White,47,40
<=50K,Female,White,47,40
<=50K,Female,White,30,40
<=50K,Female,White,20,40
<=50K,Male,White,26,55
<=50K,Male,Black,20,15
<=50K,Male,White,33,40
<=50K,Male,White,48,40
>50K,Male,White,52,50
<=50K,Female,White,37,12
<=50K,Male,Black,47,40
>50K,Male,White,40,40
>50K,Female,White,48,40
>50K,Male,Black,49,42
<=50K,Female,White,50,40
<=50K,Female,White,30,40
<=50K,Male,White,34,40
<=50K,Male,White,43,40
<=50K,Female,White,22,40
<=50K,Male,Black,35,40
<=50K,Female,White,26,30
<=50K,Male,White,62,70
<=50K,Male,White,39,40
<=50K,Male,White,59,40
<=50K,Male,White,69,40
<=50K,Male,White,27,40
<=50K,Male,White,17,30
<=50K,Male,White,38,40
>50K,Male,White,41,50
<=50K,Female,White,27,40
<=50K,Female,White,23,40
<=50K,Male,White,17,24
<=50K,Female,White,56,40
<=50K,Female,White,24,40
>50K,Male,White,62,40
<=50K,Male,Black,44,40
<=50K,Male,White,23,30
<=50K,Male,White,41,50
<=50K,Male,White,25,65
<=50K,Female,Black,21,8
<=50K,Male,White,18,6
<=50K,Male,White,45,40
>50K,Female,White,75,16
<=50K,Male,White,51,40
<=50K,Female,Black,42,40
<=50K,Female,Black,47,35
<=50K,Male,White,29,40
<=50K,Male,Black,33,40
<=50K,Male,White,43,40
<=50K,Male,White,20,16
<=50K,Female,Black,19,40
>50K,Male,White,44,40
<=50K,Male,White,24,30
<=50K,Male,White,19,40
<=50K,Male,White,49,40
<=50K,Male,White,52,40
<=50K,Male,White,38,52
<=50K,Male,White,24,50
<=50K,Male,White,32,50
<=50K,Female,White,72,8
>50K,Male,White,26,50
<=50K,Male,Asian-Pac-Islander,31,40
<=50K,Male,White,29,50
>50K,Male,White,39,40
<=50K,Male,White,48,50
>50K,Male,White,40,45
<=50K,Male,White,51,45
<=50K,Male,White,28,40
<=50K,Female,White,22,20
<=50K,Female,White,23,40
<=50K,Male,White,65,16
<=50K,Male,White,26,40
<=50K,Male,White,20,50
>50K,Male,White,55,50
<=50K,Male,White,38,10
>50K,Male,White,33,60
<=50K,Female,White,33,60
<=50K,Female,Black,37,40
<=50K,Male,White,19,60
<=50K,Male,White,24,50
<=50K,Male,White,30,45
<=50K,Female,White,57,50
<=50K,Female,White,22,20
>50K,Male,Black,57,40
<=50K,Male,White,46,40
<=50K,Male,White,67,35
<=50K,Female,Black,35,40
<=50K,Male,White,47,40
<=50K,Male,White,39,40
<=50K,Male,Asian-Pac-Islander,50,40
<=50K,Female,White,58,52
>50K,Female,White,36,30
>50K,Male,White,45,36
>50K,Male,White,54,40
<=50K,Male,White,26,30
>50K,Male,White,60,40
>50K,Male,White,46,60
<=50K,Female,White,26,35
<=50K,Male,White,32,40
<=50K,Male,White,38,40
>50K,Male,White,48,70
>50K,Male,White,44,45
<=50K,Female,Asian-Pac-Islander,37,40
<=50K,Male,White,44,40
<=50K,Female,Other,31,35
>50K,Male,White,61,35
<=50K,Male,White,51,40
>50K,Female,White,52,60
<=50K,Female,White,45,40
<=50K,Female,Black,36,21
<=50K,Male,White,39,70
<=50K,Female,White,67,24
>50K,Male,White,40,40
<=50K,Male,White,27,35
<=50K,Male,White,37,40
>50K,Male,White,57,50
<=50K,Female,White,27,40
<=50K,Female,White,28,48
>50K,Male,White,34,60
>50K,Male,White,54,50
<=50K,Female,Black,52,38
>50K,Male,White,42,45
>50K,Male,White,48,40
>50K,Male,White,65,35
<=50K,Female,White,55,10
>50K,Female,White,71,20
<=50K,Male,Black,33,40
<=50K,Male,White,30,40
>50K,Male,White,35,55
<=50K,Female,Black,59,40
<=50K,Male,White,19,20
<=50K,Male,White,36,30
<=50K,Male,White,26,40
<=50K,Male,White,34,40
>50K,Male,Black,41,40
>50K,Male,White,44,50
<=50K,Female,White,26,40
<=50K,Male,White,47,48
<=50K,Male,White,18,16
<=50K,Male,White,55,18
<=50K,Male,White,49,40
>50K,Male,White,44,40
<=50K,Male,White,43,40
<=50K,Male,White,62,40
<=50K,Male,Black,44,40
<=50K,Female,White,39,40
>50K,Male,White,50,60
<=50K,Male,White,35,45
<=50K,Male,White,52,40
>50K,Male,White,46,60
>50K,Male,White,44,40
<=50K,Male,White,43,50
<=50K,Male,White,51,40
<=50K,Male,White,20,20
>50K,Female,White,47,40
<=50K,Male,White,43,50
>50K,Male,White,64,40
<=50K,Male,White,24,40
<=50K,Male,White,27,50
<=50K,Male,White,32,40
<=50K,Female,White,37,12
<=50K,Male,White,26,60
>50K,Male,White,43,60
<=50K,Female,White,50,40
<=50K,Male,White,20,80
>50K,Male,White,37,45
<=50K,Female,Black,43,45
>50K,Male,White,37,50
<=50K,Female,White,53,36
>50K,Male,White,44,40
<=50K,Female,White,25,40
<=50K,Female,White,17,20
<=50K,Male,White,19,50
>50K,Female,White,53,40
<=50K,Male,White,44,50
>50K,Male,Black,51,40
<=50K,Female,White,49,43
<=50K,Male,White,35,40
<=50K,Male,White,44,45
<=50K,Male,White,54,60
<=50K,Female,Black,37,35
<=50K,Female,White,18,15
<=50K,Male,White,24,40
<=50K,Female,White,29,50
<=50K,Female,White,22,35
<=50K,Male,White,35,40
>50K,Male,White,56,48
<=50K,Female,White,32,40
<=50K,Male,Asian-Pac-Islander,24,45
>50K,Male,White,43,40
<=50K,Female,White,73,15
<=50K,Male,White,47,40
<=50K,Male,White,49,39
>50K,Male,White,38,40
<=50K,Male,Black,31,40
<=50K,Female,Amer-Indian-Eskimo,39,40
<=50K,Female,White,42,40
>50K,Male,Asian-Pac-Islander,41,45
>50K,Male,White,35,45
<=50K,Male,White,38,45
<=50K,Female,White,31,40
<=50K,Male,White,51,70
>50K,Male,White,38,48
>50K,Male,White,40,42
<=50K,Female,White,21,30
<=50K,Male,White,44,40
>50K,Male,White,55,40
<=50K,Male,White,29,45
>50K,Female,White,49,50
<=50K,Male,White,31,42
<=50K,Male,White,24,90
<=50K,Male,Black,46,40
<=50K,Male,Black,26,40
<=50K,Male,White,35,38
<=50K,Male,White,27,50
>50K,Male,White,64,35
<=50K,Male,White,26,40
<=50K,Female,White,21,16
>50K,Male,White,45,45
<=50K,Male,White,57,72
>50K,Male,White,30,40
<=50K,Female,White,45,32
<=50K,Female,White,50,30
<=50K,Female,White,38,40
<=50K,Male,White,43,60
<=50K,Female,White,42,55
<=50K,Male,White,32,40
<=50K,Female,White,20,40
<=50K,Female,White,27,35
<=50K,Female,White,45,40
<=50K,Female,White,40,40
<=50K,Male,White,38,60
<=50K,Female,White,37,40
<=50K,Female,White,60,40
>50K,Male,Black,53,45
<=50K,Female,White,25,40
<=50K,Male,Asian-Pac-Islander,47,60
<=50K,Male,White,40,70
<=50K,Male,White,51,40
<=50K,Female,White,19,10
>50K,Female,White,42,50
<=50K,Male,White,65,40
<=50K,Female,White,41,40
<=50K,Male,Black,28,45
>50K,Female,White,46,50
>50K,Female,White,49,20
<=50K,Male,Black,24,40
<=50K,Male,White,32,40
<=50K,Male,White,71,20
>50K,Male,White,26,40
<=50K,Male,White,29,40
>50K,Male,White,50,50
>50K,Male,White,51,50
<=50K,Female,White,17,20
>50K,Female,Black,49,40
<=50K,Male,White,31,40
<=50K,Male,White,23,40
<=50K,Male,White,59,40
<=50K,Male,White,17,30
>50K,Male,White,43,40
>50K,Male,White,38,40
<=50K,Male,White,37,40
<=50K,Male,White,29,40
>50K,Male,White,39,50
<=50K,Male,White,31,38
>50K,Female,White,42,45
>50K,Female,White,35,35
>50K,Male,Asian-Pac-Islander,39,40
<=50K,Female,White,40,40
<=50K,Female,White,66,40
<=50K,Male,White,30,40
<=50K,Male,White,43,40
<=50K,Female,White,47,50
<=50K,Female,Asian-Pac-Islander,45,40
<=50K,Male,Black,31,40
>50K,Male,White,33,40
<=50K,Male,White,32,40
<=50K,Male,Black,28,40
>50K,Male,White,50,40
<=50K,Female,White,63,40
<=50K,Male,White,28,40
<=50K,Female,Black,38,40
<=50K,Female,White,52,38
>50K,Male,Asian-Pac-Islander,38,40
<=50K,Male,White,41,40
<=50K,Male,White,50,38
<=50K,Male,White,59,40
<=50K,Male,White,32,49
<=50K,Male,White,73,10
<=50K,Male,White,52,38
<=50K,Male,White,57,60
>50K,Male,White,35,50
>50K,Male,White,51,56
<=50K,Female,Black,22,35
>50K,Male,White,49,40
<=50K,Male,Black,22,40
<=50K,Male,White,46,40
<=50K,Female,White,48,40
<=50K,Male,White,52,40
>50K,Male,White,43,50
<=50K,Male,White,25,40
<=50K,Male,White,31,40
<=50K,Male,White,19,36
<=50K,Male,White,19,45
>50K,Male,White,51,84
>50K,Male,White,51,40
>50K,Female,White,22,40
<=50K,Female,Black,37,35
<=50K,Female,White,19,30
<=50K,Female,White,45,55
<=50K,Male,White,21,10
<=50K,Female,White,52,40
<=50K,Male,White,46,24
<=50K,Female,White,42,38
<=50K,Male,White,56,40
<=50K,Female,White,23,40
<=50K,Male,White,58,40
<=50K,Male,White,70,30
<=50K,Male,White,30,40
<=50K,Male,Asian-Pac-Islander,45,40
<=50K,Male,White,23,44
<=50K,Male,White,34,40
<=50K,Female,White,38,40
<=50K,Male,White,24,40
<=50K,Male,Amer-Indian-Eskimo,53,40
<=50K,Male,Black,45,40
<=50K,Female,White,21,40
<=50K,Female,White,21,40
<=50K,Female,White,34,40
>50K,Male,White,32,45
<=50K,Male,White,21,40
<=50K,Male,White,63,30
<=50K,Male,Black,23,36
<=50K,Male,White,28,50
<=50K,Male,Black,29,45
<=50K,Female,White,25,40
<=50K,Female,White,44,60
<=50K,Female,White,18,8
<=50K,Male,White,26,24
>50K,Female,White,47,35
<=50K,Male,White,23,40
<=50K,Male,White,46,40
>50K,Male,White,61,50
<=50K,Male,White,25,40
>50K,Male,Asian-Pac-Islander,38,54
<=50K,Female,Black,60,15
<=50K,Male,White,23,20
<=50K,Female,White,36,48
<=50K,Male,White,46,25
>50K,Male,White,32,45
<=50K,Male,White,40,40
<=50K,Male,Black,31,40
>50K,Male,White,31,65
<=50K,Male,White,32,37
<=50K,Male,White,21,10
>50K,Male,Black,63,40
>50K,Male,White,44,45
<=50K,Male,White,42,60
<=50K,Male,White,23,35
<=50K,Female,White,30,45
<=50K,Male,White,24,40
>50K,Male,White,42,40
>50K,Female,White,44,40
<=50K,Male,Black,27,48
<=50K,Male,White,27,40
